N,P,K,temperature,humidity,ph,rainfall,soil_type,season_duration,label
98.0,53.0,38.0,20.26707606,81.63895217,5.01450727,2704.417274,Silty Clay,174,rice
60.0,55.0,45.0,21.40865769,83.3293191,5.935745417,2875.766935,Clay,177,rice
88.0,78.0,45.0,29.10403455,79.19588629,6.324270089,920.7835761,Clay Loam,293,banana
43.77929919809048,43.41530129554864,79.2151062807767,18.580563327372886,74.88384964086787,6.503980428264525,1130.8939891271336,Clay,408,avocado
18.0,23.0,44.0,23.71028128,89.61794165,6.184400085,1056.499907,Loam,215,pomegranate
29.5,60.0,70.0,21.6,69.0,6.7,455.0,Loam,67,beans
19.0,22.0,27.0,35.1,69.0,5.7,406.0,Silty Loam,160,Sorghum
21.0,7.0,30.0,20.6,47.0,7.6,755.0,Sandy Loam,187,Beans
40.49536125751277,31.365758550747795,67.44784957971028,23.850556463943985,67.77419694351877,5.560780988922005,1493.2300656117964,Loam,540,avocado
78.9,52.4,64.7,14.8,67.1,6.3,365.0,Sandy Loam,120,onions
31.0,13.0,33.0,29.69952329,95.21224392,6.342463714,1483.003692,Coastal Sandy,365,coconut
90.0,47.0,32.0,28.6,69.0,7.25,918.0,Loam,171,Maize
93.91168880695467,65.98151497101905,112.46256214575999,17.4356918668289,84.58819177635388,5.144609147702826,955.517016382707,Loam,126,potato
83.0,34.0,32.0,27.7,63.0,6.85,581.0,Silty Loam,227,Beans
70.31533956358422,45.15651642357049,60.14780937917309,19.070142675114127,71.60111502621537,6.172352179781785,1726.4309660184388,Clay,1369,macadamia
48.36856689484835,50.25787492973952,45.448233082607565,25.964775212964582,74.70103569073387,5.741184707618961,1330.211136483533,Loam,627,avocado
31.955465542087826,43.03683265951446,89.29706936937961,28.043709027552467,62.7826383844153,6.024408753434503,1006.3181124417515,Loam,105,sweet potato
104.0,26.0,30.0,24.40726724,62.65692638,6.410992833,1486.977358,Clay Loam,229,coffee
51.872176445029595,44.20195455163102,45.50346630582687,22.32987427503079,78.24609174635356,6.559809495389252,1360.5936125205376,Clay,377,avocado
3.0,68.0,16.0,18.31910448,34.69776639,4.964887857,1074.721605,Red Volcanic,141,pigeonpeas
46.0,76.0,77.0,18.2356751,19.68538502,6.967843048,837.4879344,Clay Loam,99,chickpea
51.0,21.0,37.0,26.4,33.0,5.83,435.0,Silty Loam,174,Sorghum
122.0,40.0,17.0,24.96440768,81.31677618,6.854558957,800.3995829,Loam,170,cotton
17.0,77.0,24.0,20.76952209,18.93146941,5.568456899,1090.193712,Loam,80,kidneybeans
4.0,40.0,87.0,21.5,82.0,6.72,999.0,Silty Clay,261,Cassava
42.38604464164115,49.83910257857937,94.2000477253158,21.53737079260639,60.31763311288849,6.361851591881473,851.6954160872071,Loam,92,sweet potato
45.0,16.0,13.0,28.2,25.0,7.51,510.0,Sandy Loam,169,Sorghum
37.0,70.0,25.0,19.73136909,24.89487354,5.819403771,840.6354115,Silty Loam,79,kidneybeans
19.0,26.0,29.0,26.93141945,98.80313612,5.67154928,1665.712879,Coastal Sandy,365,coconut
30.0,20.0,44.0,13.9,73.0,6.45,361.0,Clay,212,Wheat
109.32205959285973,50.64302764122231,125.32395346683478,15.41613109355055,84.32308762436408,5.366275327131483,1357.5884833685739,Loam,123,potato
62.0,56.0,35.0,25.97825807,81.65769588,6.235357638,1633.488091,Silty Clay,160,jute
84.9660391123152,46.015506144373326,46.59191704504496,23.25040093771376,77.93422952885325,6.989519645259538,1198.3172543225814,Clay,88,kale
70.5,37.8,99.3,18.1,67.5,5.6,800.0,Sandy Loam,120,ribena
83.0,9.0,45.0,25.85483596,89.13163965,6.049609892,468.5176955,Loam,88,watermelon
31.26382223171998,58.77679932719246,51.22531322156045,26.957243603312776,75.12549712824453,6.122954426998739,1490.5571131640813,Clay,103,sweet potato
61.0,60.0,15.0,24.87502824,68.74248334,6.265564338,912.6056654,Silty Loam,112,maize
180.2,93.5,210.9,25.7,74.8,6.4,860.0,Red Volcanic,120,tomato
88.0,31.0,28.0,12.0,82.0,6.49,388.0,Silty Loam,217,Wheat
22.0,68.0,16.0,27.70496805,63.20915034,7.74672376,374.6160727,Loam,103,lentil
11.0,71.0,24.0,21.14011423,22.7182355,5.606620346,1416.056722,Sandy Loam,80,kidneybeans
9.0,56.0,17.0,26.13708256,66.7729209,6.261937875,464.8280681,Loam,103,lentil
104.18638284282785,66.0800465446435,47.52461193983393,23.497110487135256,62.29812065944199,7.368189860059404,660.7654292684682,Sandy Loam,67,kale
99.0,53.0,70.0,24.5,60.0,6.39,1159.0,Sandy Loam,100,Tomato
110.0,22.0,47.0,29.03157242,91.82172592,6.243673725,249.3861254,Loam,89,muskmelon
27.0,74.0,20.0,24.69487673,59.96669215,5.859813416,919.5792434,Sandy Loam,138,pigeonpeas
92.0,23.0,39.0,20.6,82.0,5.96,368.0,Silty Loam,230,Beans
53.0,65.0,76.0,20.19137759,16.41998269,8.719960893,773.3795356,Loam,100,chickpea
93.0,81.0,50.0,27.71822477,76.57853189,6.036079266,1022.099836,Loam,295,banana
32.0,141.0,203.0,21.25941052,92.84416234,5.821347769,1090.658471,Loam,186,apple
178.9,88.4,245.1,26.3,78.5,6.9,980.0,Loam,120,tomato
2.0,36.0,31.0,30.90225239,49.95955487,5.73171945,917.7522598,Loam,180,mango
57.0,48.0,48.0,20.5,66.0,5.61,341.0,Silty Clay,261,Maize
2.0,51.0,17.0,25.87682261,45.96341933,5.838508699,385.3254678,Sandy Loam,78,mothbeans
103.0,16.0,49.0,24.06731461,81.64075303,6.915717008,517.5212401,Sandy Loam,88,watermelon
77.0,36.0,23.0,24.71417533,56.73426469,6.648725327,884.5361858,Loam,112,maize
54.73281222406057,47.817016612477566,55.33297958189578,24.12472951282082,74.45564635983409,7.459562532069854,641.1543751000721,Loam,754,cashew
51.0,18.0,18.0,32.8,47.0,7.11,456.0,Loam,199,Sorghum
61.0,51.0,51.0,39.30050027,94.16193416,6.574677594,1209.512466,Sandy Loam,214,papaya
1.0,8.0,26.0,27.5136304,94.18955816,5.562911913,1566.732553,Red Volcanic,365,coconut
34.0,35.0,21.0,28.44524991,82.67639542,6.684381357,581.8713162,Sandy Loam,69,mungbean
33.6,78.9,68.1,23.1,65.3,6.8,385.0,Silty Loam,67,beans
6.0,77.0,25.0,20.61162204,24.36314135,5.792744849,696.3833855,Sandy Loam,80,kidneybeans
67.99151170521316,68.098485814699,115.15652561846812,16.43312733690219,74.02625140287444,5.077783404938672,1254.5132235753767,Sandy Loam,100,potato
34.0,80.0,19.0,31.49338309,63.0563645,6.521217963,714.8327008,Clay Loam,80,blackgram
112.0,66.5,109.8,16.2,65.4,6.5,432.0,Silty Loam,120,cabbage
65.24433319606003,30.112378446864327,86.39925356114752,24.10474097742565,77.60914142883367,6.057012444771846,827.7540287972995,Clay,135,sweet potato
66.85027909755891,61.21972849389515,101.76377428311899,13.793009359824453,80.35685718718307,5.023337310718289,1479.9849849254938,Loam,135,potato
63.609218435048916,47.20454045395449,75.70282795445183,23.03058391925978,87.41359289170316,6.378372156892096,1782.992779587345,Clay,1517,macadamia
50.24493938798771,59.8819168095763,57.93911457875044,21.694859799486274,66.05395626109703,5.744676601155296,839.1000003563036,Loam,106,sweet potato
115.0,17.0,70.0,17.6,78.0,7.54,440.0,Sandy Loam,183,Wheat
47.54433982449686,36.63073764444701,40.5889338520572,19.61768716223122,69.52632472799934,6.865708796788773,1548.6523240378358,Loam,388,avocado
65.0,60.0,22.0,25.36768364,72.52054555,6.606984086,1079.124111,Silty Loam,116,maize
55.791818607152784,27.803668145342076,58.450538194024666,23.90615971956234,60.64354254602404,5.549389146344948,915.0784735613606,Sandy Loam,138,sweet potato
107.0,39.0,76.0,18.4,86.0,6.22,2307.0,Silty Clay,166,Tea
27.0,59.0,22.0,21.81167649,23.20591245,5.794158504,1300.608093,Loam,80,kidneybeans
49.0,28.0,30.0,27.5,79.0,6.3,362.0,Clay,239,Maize
25.0,12.0,26.0,28.56973521,95.67906668,6.436314406,1348.370348,Coastal Sandy,365,coconut
4.0,47.0,20.0,25.97948991,64.95585424,4.193189124,721.9245835,Sandy Loam,78,mothbeans
54.69071994991892,32.35614632409368,64.38890237951588,25.65439366046711,84.10831851817238,5.90923088114419,698.8046822836528,Loam,783,cashew
8.0,133.0,195.0,20.46657776,80.97598029,6.456079585,712.9813872,Sandy Loam,160,grapes
91.0,12.0,46.0,24.64458469,85.49938185,6.343942518,483.1219031,Sandy Loam,88,watermelon
31.031486663529833,43.129327323776444,35.05727367097986,27.45123917069422,81.82440651497156,6.7983508487682975,943.3689114035699,Sand,1010,cashew
70.0,46.0,33.0,13.5,55.0,7.43,821.0,Sandy Loam,186,Wheat
28.0,27.0,34.0,32.45465292,50.69693751,6.526654345,950.4871605,Loam,181,mango
74.0,46.0,45.0,25.75734909,88.36668522,6.025028997,1894.263485,Silty Clay,167,jute
88.4,46.2,104.7,18.5,68.9,5.9,750.0,Loam,120,ribena
54.97108300247379,29.056754406560284,43.07579572685918,30.495020439718466,77.10626604735106,6.658206222248681,707.4884859217115,Sandy Loam,910,cashew
37.0,18.0,12.0,10.2708877,90.19147747,7.401121811,1066.955204,Sandy Loam,215,orange
83.0,62.0,53.0,19.4,48.0,7.02,655.0,Loam,168,Tomato
86.66388157670909,36.66089944399287,76.07740655067471,22.98466130915692,81.496690434248,5.796547384168593,1733.9871691133303,Clay,1340,macadamia
16.0,145.0,199.0,26.91624843,80.76838926,5.953966361,693.0927185,Red Volcanic,163,grapes
8.0,45.0,15.0,28.09568993,60.9835384,4.61136408,338.4110759,Loam,79,mothbeans
18.0,36.0,23.0,24.01825377,53.76623369,7.214078621,350.3404425,Loam,78,mothbeans
101.2,55.0,70.0,23.5,64.9,6.3,1200.0,Clay Loam,120,passionfruit
63.184088356746486,60.83239680455053,83.29436090873814,21.080724447144025,81.88669057047787,5.9231085766152916,1971.2106612248162,Loam,1200,macadamia
33.0,59.0,19.0,23.19305333,62.74710773,7.641024177,495.5213308,Sandy Loam,101,lentil
108.0,23.0,54.0,22.1,52.0,6.6,451.0,Clay,154,Maize
93.9,41.2,97.5,17.9,71.0,5.8,680.0,Loam,120,ribena
106.0,38.0,44.0,30.9,84.0,5.63,784.0,Clay,230,Maize
31.0,136.0,197.0,31.11047251,83.34010951,5.653776058,714.3001582,Red Volcanic,165,grapes
7.0,16.0,9.0,18.87957654,92.04304496,7.813916603,1146.659511,Red Volcanic,218,orange
82.0,20.0,54.0,29.34033587,90.01506395,6.541150335,214.4532907,Loam,89,muskmelon
58.055621820711664,46.13982035815084,69.05404505648568,31.01489334010239,63.48928512633647,6.530157518259893,759.2637220146574,Sandy Loam,1064,cashew
67.0,45.0,38.0,22.72791041,82.1706881,7.300410836,2608.875056,Silty Clay,172,rice
36.0,26.0,26.0,30.17294105,51.0845903,6.814630246,952.3444287,Red Volcanic,181,mango
4.0,69.0,19.0,19.25100056,47.70351758,5.374358869,1490.63196,Red Volcanic,149,pigeonpeas
102.94197105071841,65.1355265009147,50.316951340596106,23.681981566065865,69.96337895034061,7.0405223959551035,978.9846068581812,Loam,83,kale
102.5,61.0,105.5,15.8,66.7,6.4,410.0,Clay Loam,120,cabbage
26.7,54.9,50.1,19.9,69.4,6.5,490.0,Silty Loam,66,beans
104.5,58.1,92.6,15.2,66.7,6.4,480.0,Sandy Loam,120,onions
102.4,66.7,97.3,19.4,67.5,6.4,540.0,Loam,120,onions
52.0,10.0,96.0,23.5,81.0,5.84,611.0,Loam,133,Cassava
31.10839032694955,22.22485187558158,36.8885235837136,24.00372539947801,78.75669092062813,6.835528320551135,1046.7395203648236,Sandy Loam,1069,cashew
20.0,45.0,17.0,28.17458662,83.69659318,6.770955317,372.464655,Silty Loam,69,mungbean
95.0,26.0,45.0,29.91690582,94.55695552,6.117530021,281.6057247,Sandy Loam,89,muskmelon
89.0,9.0,47.0,29.47156259,90.77069618,6.668382766,287.5226067,Sandy Loam,89,muskmelon
84.0,55.0,38.0,26.8748389,79.78725152,6.956682743,1731.017097,Silty Clay,163,jute
77.15792201831775,62.450383174453805,67.96184410239793,19.812185570548973,62.66885593048531,6.584806343785675,1003.9965808010545,Loam,73,kale
64.2643464790793,46.45202196488378,52.2953144736186,18.41053964772128,79.33759988438302,5.848808023869339,1978.2293405188502,Sandy Loam,1771,macadamia
34.0,38.0,31.0,35.37775595,45.58110023,6.454045329,974.1586402,Red Volcanic,182,mango
11.0,74.0,17.0,21.36383757,69.92375891,6.633864582,466.352865,Clay Loam,100,lentil
67.0,59.0,41.0,21.94766735,80.97384195,6.012632591,2133.560921,Silty Clay,162,rice
36.0,19.0,32.0,27.10710832,50.70880979,4.94295037,923.7238878,Sandy Loam,180,mango
58.43011753201551,38.18332393408968,40.71075738238261,22.172781856126345,66.04217275431706,6.6283992233107885,445.41109765245983,Loam,101,millet
62.45642850129363,60.97985847135834,54.03783967357765,23.490032019334482,87.53212731415326,5.705996283993688,1403.6915600467114,Sandy Loam,1396,macadamia
36.0,24.0,41.0,24.94467632,94.25702672,7.009180374,1038.799347,Red Volcanic,214,pomegranate
7.0,73.0,25.0,27.52185591,63.13215259,7.28805662,452.0841071,Clay Loam,103,lentil
83.0,20.0,53.0,21.2,65.0,7.35,1151.0,Loam,132,Tomato
118.9,59.5,170.4,24.8,69.5,6.1,720.0,Sandy Loam,120,tomato
111.0,27.0,31.0,23.59302313,55.27564977,6.043330951,1913.980675,Red Volcanic,243,coffee
91.0,35.0,39.0,23.79391957,80.41817957,6.970859754,2062.611855,Silty Clay,161,rice
0.0,74.0,17.0,23.33375853,64.50515776,7.240988401,470.1510708,Loam,101,lentil
17.0,136.0,195.0,41.20733624,81.61051026,6.389783283,659.0227462,Sandy Loam,170,grapes
59.0,70.0,84.0,17.3348681,18.74926979,7.550808267,826.1734721,Clay Loam,98,chickpea
47.0,63.0,16.0,27.44003279,67.10464369,6.661870999,725.0669768,Clay Loam,79,blackgram
110.8,66.5,118.0,18.1,68.9,6.9,410.0,Clay Loam,120,cabbage
98.7,58.2,92.5,20.1,64.8,6.6,420.0,Loam,120,onions
21.0,16.0,53.0,21.3,56.0,8.19,304.0,Loam,202,Sorghum
86.0,36.0,24.0,26.54986394,72.89187265,5.787268394,733.3636055,Sandy Loam,108,maize
91.0,26.0,31.0,19.2,64.0,7.83,470.0,Sandy Loam,99,Wheat
30.0,120.0,200.0,38.06099482,82.24729637,6.234904253,657.0148216,Red Volcanic,169,grapes
66.0,54.0,21.0,25.19008683,60.2001687,5.919045532,721.2375573,Loam,108,maize
83.0,54.0,56.0,27.3,59.0,5.91,933.0,Loam,165,Tomato
87.0,25.0,46.0,27.42711692,90.02696201,6.379690748,217.508774,Sandy Loam,89,muskmelon
260.5,70.0,300.0,26.3,75.2,5.1,1250.0,Loam,120,pineapple
29.0,140.0,195.0,23.64082979,90.95257927,5.560521058,1167.431319,Loam,188,apple
31.0,13.0,33.0,27.63834933,95.48763389,5.85971872,2055.463111,Red Volcanic,365,coconut
18.0,12.0,35.0,26.13958446,96.38580769,6.338720873,1313.387935,Red Volcanic,365,coconut
17.0,58.0,20.0,28.06642822,85.91625451,6.42937879,392.3831035,Loam,69,mungbean
36.0,11.0,13.0,17.34083741,93.04897191,7.1917274,1127.194284,Red Volcanic,217,orange
116.0,40.0,33.0,24.91370487,54.15319242,7.042089492,1295.481144,Loam,223,coffee
28.0,58.0,25.0,27.4818649,62.04814951,6.861640036,378.1123974,Sandy Loam,103,lentil
5.0,68.0,20.0,19.04380471,33.10695144,6.12166671,1553.705624,Red Volcanic,151,pigeonpeas
49.0,55.0,78.0,18.65580107,16.17772668,7.863113671,817.0769297,Loam,99,chickpea
86.0,46.0,58.0,22.9,87.0,6.05,1577.0,Clay,173,Tea
96.03608433349999,55.567077548317,42.07564452519891,21.725793234377765,62.16797831728478,6.668384445045449,1086.8914646748049,Sandy Loam,61,kale
78.0,50.0,43.0,25.12417673,85.72530641,6.348441469,1595.718087,Clay Loam,159,jute
28.0,23.0,48.0,32.9,38.0,6.51,270.0,Clay,141,Sorghum
44.82806759835191,48.26151607581849,46.457135189576704,22.641231709296203,69.90626948941541,6.083519385126141,1026.056225225533,Loam,713,avocado
39.28674043324164,42.896653780674626,45.21072419790805,33.541427759533164,45.696559130126325,5.611622886221783,535.1328151562069,Sandy Loam,88,millet
36.2,75.0,78.4,22.5,70.0,6.9,590.0,Clay Loam,67,beans
61.0,25.0,49.0,28.6,48.0,7.66,551.0,Sandy Loam,155,Sorghum
6.0,125.0,204.0,27.92004934,82.93262435,5.733539807,699.2092839,Red Volcanic,163,grapes
119.0,43.0,72.0,21.6,66.0,7.31,306.0,Clay,195,Wheat
2.0,21.0,44.0,18.92157197,87.31290342,6.56893406,1028.013275,Sandy Loam,214,pomegranate
92.4,56.7,84.3,17.6,65.2,6.5,420.0,Loam,120,onions
41.032934556471815,16.487403625815208,48.50809080157007,30.891430226927476,53.259738102451436,5.941307505658834,473.53635218038926,Loam,113,millet
77.0,54.0,64.0,19.7,84.0,6.09,446.0,Loam,197,Maize
23.0,4.0,40.0,24.4,77.0,4.47,1272.0,Loam,168,Cassava
101.03732563690956,78.67620040127028,97.30930384873828,14.151231653583363,81.0286796098205,5.419397579173098,1160.0648278355009,Loam,122,potato
44.0,28.0,23.0,29.8,28.0,6.36,376.0,Clay,156,Sorghum
74.0,35.0,40.0,26.49109635,80.15836264,6.980400905,2428.640342,Clay,168,rice
50.0,45.0,57.0,27.3,70.0,6.01,460.0,Loam,224,Beans
84.0,92.0,46.0,19.7,66.0,7.53,844.0,Clay,163,Tomato
89.0,25.0,34.0,23.07895447,63.65861483,7.184801627,1298.765443,Red Volcanic,223,coffee
71.0,26.0,51.0,24.8,63.0,6.35,450.0,Silty Loam,121,Beans
128.0,64.4,118.0,17.0,71.3,6.8,470.0,Loam,120,cabbage
83.0,23.0,55.0,26.89750174,83.89241484,6.463271076,439.7193745,Sandy Loam,88,watermelon
29.5,62.0,58.0,21.3,68.2,6.8,512.0,Loam,67,beans
35.0,125.0,204.0,19.6491772,80.15215777,6.107741788,736.9529586,Sandy Loam,159,grapes
40.81976600600692,33.05538368921344,54.89919022259191,26.06043579126228,78.55026245283376,6.2421261624921796,1181.9425988176067,Sandy Loam,138,sweet potato
79.4,72.1,60.8,21.9,63.7,5.8,910.0,Silty Loam,120,passionfruit
33.0,73.0,23.0,29.23540524,59.38967583,5.985792703,1033.301803,Loam,140,pigeonpeas
4.0,80.0,16.0,29.19585548,68.01965728,7.441976825,449.3261911,Loam,104,lentil
98.7,60.9,101.4,15.2,60.7,6.3,395.0,Silty Loam,120,cabbage
39.719863398320854,24.140303667008837,54.21938781375476,27.96842277276062,71.03809086753168,7.277232889222151,734.2762365735255,Sand,913,cashew
69.0,67.0,52.0,27.71948962,94.43877142,6.827305908,828.3061083,Sandy Loam,203,papaya
78.0,58.0,15.0,25.00933355,67.816568,6.528631266,629.1359494,Sandy Loam,105,maize
65.74423595775252,39.367413462402574,45.786676566656965,21.321326494104248,71.06220320491535,5.990739488974749,1473.7304295737513,Loam,676,avocado
27.0,80.0,24.0,28.42062847,61.77336343,7.815210661,490.2366803,Sandy Loam,104,lentil
81.37682747078676,61.50466250973122,47.75963820461547,16.906904201573877,88.49646113123225,5.302134904495472,1201.460857435553,Loam,1428,macadamia
92.5,58.3,82.1,24.7,72.4,6.4,1180.0,Loam,120,passionfruit
100.0,24.0,78.0,20.9,69.0,6.67,358.0,Sandy Loam,183,Maize
20.0,30.0,27.0,27.81005614,51.59445462,4.74910393,958.9898581,Loam,181,mango
88.13877913799737,41.140933393067876,95.38524505367009,12.554557937390896,85.32829089558541,5.396983586589877,1076.1552886644606,Clay,107,potato
37.0,36.0,53.0,20.5,81.0,6.22,345.0,Sandy Loam,227,Beans
21.0,25.0,90.0,27.5,74.0,4.77,1334.0,Sandy Loam,204,Cassava
47.0,19.0,17.0,26.9,61.0,6.51,395.0,Sandy Loam,264,Sorghum
64.0,26.0,35.0,22.6,85.0,5.26,579.0,Clay,239,Beans
97.6,52.3,75.6,18.9,60.8,6.6,410.3,Silty Loam,120,onions
104.0,22.0,32.0,21.3,79.0,5.76,2541.0,Sandy Loam,164,Tea
28.0,79.0,16.0,24.70626432,60.26854183,6.052184881,531.2442925,Sandy Loam,102,lentil
39.30307867688185,24.557260659597652,45.493085649704426,32.30310591409179,62.79586440955735,5.6378243403418695,444.6941235047579,Sandy Loam,112,millet
40.0,68.0,17.0,34.1262979,65.14877461,7.733149554,704.0795007,Sandy Loam,81,blackgram
5.0,15.0,38.0,18.26233221,88.16779129,5.709380472,1080.756727,Sandy Loam,216,pomegranate
65.8,35.1,92.7,16.8,62.5,6.2,690.0,Silty Loam,120,ribena
17.0,58.0,25.0,31.12896766,43.58788762,6.455592696,327.6742894,Sandy Loam,80,mothbeans
25.0,15.0,51.0,23.1,69.0,6.33,601.0,Silty Clay,158,Cassava
105.0,60.0,23.0,23.53371386,77.21705554,6.207652157,875.4004943,Clay Loam,171,cotton
7.0,126.0,203.0,16.76201707,82.00335557,5.662140095,732.8712806,Sandy Loam,158,grapes
215.3,60.4,280.9,24.6,69.8,4.9,1350.0,Loam,120,pineapple
14.0,18.0,52.0,30.6,72.0,5.73,703.0,Loam,155,Cassava
70.0,61.0,67.0,16.7,90.0,7.31,730.0,Loam,173,Tomato
20.0,72.0,19.0,32.47648301,64.34848735,7.397190844,658.20457,Sandy Loam,80,blackgram
49.0,71.0,76.0,19.71098332,17.63879418,6.613072145,855.7925437,Sandy Loam,99,chickpea
25.4,58.2,44.7,19.8,72.4,6.5,520.0,Clay Loam,66,beans
92.5,58.0,84.0,26.3,72.4,6.2,1250.0,Loam,120,passionfruit
111.0,28.0,26.0,27.77363343,64.47858698,6.937352845,1927.121236,Clay Loam,244,coffee
63.0,42.0,21.0,23.26237612,72.33125523,5.798423908,671.0225139,Loam,106,maize
106.5,58.2,84.7,26.3,72.4,6.3,1250.0,Loam,120,passionfruit
22.0,18.0,33.0,30.41235793,52.48100602,6.621623545,939.2375879,Loam,181,mango
30.0,22.0,33.0,26.8,63.0,6.78,392.0,Clay,139,Beans
21.0,51.0,15.0,29.36488409,89.1886954,6.679127482,483.0159325,Loam,69,mungbean
47.0,46.0,52.0,23.19451074,91.40301608,6.502289473,2063.999208,Loam,238,papaya
68.0,29.0,101.0,28.9,81.0,6.87,1187.0,Loam,180,Cassava
19.8,49.4,53.9,18.6,61.0,6.2,410.0,Silty Loam,66,beans
48.63710132043188,56.53839823212002,67.07208859172846,25.04988603756504,70.19799583682519,6.625525142475979,1559.814448773327,Clay,441,avocado
16.0,56.0,17.0,33.80020039,40.03262418,7.445444883,1766.165894,Red Volcanic,155,pigeonpeas
101.7,65.2,90.3,27.3,78.1,6.6,860.0,Sandy Loam,120,passionfruit
95.0,39.0,29.0,27.35152643,55.99375012,7.13411409,1489.812525,Red Volcanic,229,coffee
105.0,56.0,15.0,25.96779712,81.97904282,7.272316209,741.4169043,Clay Loam,168,cotton
59.0,60.0,84.0,19.03025305,18.66725565,7.690962338,947.0992037,Clay Loam,99,chickpea
83.97706594592779,51.11795567215313,62.868460159591265,24.988107865238156,74.68224778125752,7.165241324697501,1016.6753896776645,Loam,88,kale
70.64943478091334,59.03749266971275,48.802764241279405,22.023390087830194,67.80984476786219,7.439278327094138,659.5998994970682,Sandy Loam,77,kale
73.0,43.0,42.0,26.58361011,78.00774772,6.310699968,1548.238864,Alluvial,158,jute
112.0,33.0,42.0,21.9,76.0,6.17,2714.0,Sandy Loam,170,Tea
40.0,22.0,29.0,27.55821802,99.98187601,5.735364307,1746.256481,Sandy Loam,365,coconut
67.65567852223958,62.98336800353037,73.12569800546406,17.63485571807523,72.12343865301433,5.762089050365471,1995.7049801879907,Loam,1749,macadamia
40.0,9.0,41.0,24.37766782,85.4017118,5.78270695,1061.28338,Red Volcanic,215,pomegranate
24.611613623069637,25.32440801405343,28.403724282201654,31.273891289303506,46.8751791931834,5.839587455426983,625.7139318419861,Sand,88,millet
57.03526444656089,59.298193557596434,71.90692777760141,25.394783356866952,78.42399468008732,6.900822750865203,1758.3278023376088,Loam,665,avocado
10.0,71.0,18.0,19.54284889,66.34777265,6.151029296,1731.106982,Red Volcanic,154,pigeonpeas
36.0,58.0,25.0,28.66024187,59.3189118,8.399135958,369.2629678,Sandy Loam,79,mothbeans
69.0,55.0,38.0,22.70883798,82.63941394,5.70080568,2713.248604,Clay,174,rice
93.0,83.0,46.0,29.38254012,83.50423735,5.765308943,1092.486647,Clay Loam,297,banana
75.4112402524884,57.092711879504826,49.226100359679954,15.18240279278557,79.89833697359269,5.469378166181949,1292.3483143347314,Loam,1198,macadamia
76.0,45.0,68.0,21.7,65.4,5.8,860.0,Silty Loam,120,passionfruit
30.0,60.0,21.0,28.87667593,62.4901206,5.457871273,1822.688175,Red Volcanic,156,pigeonpeas
22.0,67.0,78.0,17.16606398,14.42457525,6.204090835,723.2667516,Loam,98,chickpea
75.56556334814552,68.33235920779471,53.46474090845949,17.364502702720763,88.12185900189738,6.178945621004393,1827.0753986332002,Clay,1642,macadamia
58.0,75.0,25.0,25.25596239,61.36669662,7.261791753,686.4685069,Loam,78,blackgram
50.0,56.0,76.0,20.99502153,19.8601304,7.966605025,735.0734019,Loam,100,chickpea
132.8,83.1,198.9,26.4,77.2,6.6,950.0,Clay Loam,120,tomato
78.0,27.0,27.0,20.0,47.0,7.2,824.0,Clay,139,Beans
23.0,50.0,54.0,19.5,67.9,6.5,430.0,Silty Loam,66,beans
65.0,54.0,46.0,23.4,58.0,6.65,296.0,Clay,204,Maize
123.0,51.0,63.0,25.7,50.0,6.82,288.0,Sandy Loam,244,Tomato
13.0,11.0,32.0,33.5,29.0,6.82,217.0,Sandy Loam,137,Sorghum
25.0,60.0,22.0,21.63149148,21.17919701,5.887263027,1343.649948,Sandy Loam,80,kidneybeans
53.0,17.0,69.0,21.9,56.0,7.02,795.0,Silty Loam,244,Wheat
2.0,140.0,197.0,22.69780133,92.82223419,5.53456749,1050.508234,Loam,185,apple
31.0,37.0,21.0,27.23924995,86.404241,6.713410626,373.1236904,Silty Loam,69,mungbean
12.0,34.0,28.0,33.36140093,45.02236377,6.13526938,988.1596545,Loam,182,mango
72.58301928644275,61.0703891945149,75.59297210295526,23.68457869651356,68.75694317880435,6.916354905329616,874.1283284560743,Loam,77,kale
9.0,25.0,41.0,24.81530144,91.90842992,5.972714857,1092.853418,Sandy Loam,216,pomegranate
97.0,22.0,50.0,26.26028739,86.14585891,6.7698938,589.7878791,Loam,88,watermelon
6.0,142.0,202.0,27.23708304,82.94573346,6.224542938,704.2508897,Loam,163,grapes
2.0,79.0,15.0,21.53577883,65.47227704,7.505283615,357.5107592,Clay Loam,100,lentil
26.0,66.0,22.0,18.06486101,65.1034354,6.300479414,515.4922825,Sandy Loam,99,lentil
62.895220869963325,41.94547928170193,69.75728481751575,16.30063119481752,89.12322755613931,5.614755059651034,1396.9140105509819,Clay,1558,macadamia
51.64945118617541,34.88089530115853,44.46844255634361,18.999996168757814,67.45715631866662,5.5813790379782375,1082.6040954547464,Clay,370,avocado
95.20387598371043,60.25192702077838,75.42022460423165,22.67525502535477,68.86632099561771,6.332829206302663,733.6534726717546,Clay,84,kale
42.0,14.0,35.0,30.1,75.0,7.11,380.0,Silty Loam,180,Maize
9.0,59.0,24.0,20.43517772,39.37252634,4.747352458,1372.279662,Red Volcanic,147,pigeonpeas
18.0,21.0,35.0,23.2801227,94.94330457,6.368560522,1111.382096,Loam,217,pomegranate
43.0,66.0,79.0,19.46233971,15.22538951,7.976607593,745.8565097,Sandy Loam,99,chickpea
57.256707259608675,39.952013989266476,61.84830232442274,28.96221544510164,73.0055882233214,5.613675567925698,688.9172225936743,Sandy Loam,785,cashew
