N,P,K,temperature,humidity,ph,rainfall,soil_type,season_duration,label
87.0,68.0,84.0,23.5,74.0,6.43,753.0,Sandy Loam,194,Tomato
37.0,4.0,61.0,29.2,79.0,6.53,1115.0,Loam,184,Cassava
123.0,51.0,63.0,25.7,50.0,6.82,288.0,Sandy Loam,244,Tomato
44.0,34.0,97.0,27.4,74.0,5.94,530.0,Loam,153,Cassava
53.0,52.0,43.0,19.1,64.0,6.24,723.0,Clay,148,Maize
13.0,14.0,78.0,21.9,86.0,5.72,1405.0,Loam,219,Cassava
104.0,76.0,40.0,26.5,67.0,5.99,792.0,Silty Loam,203,Tomato
60.0,8.0,112.0,24.1,62.0,6.93,714.0,Sandy Loam,187,Cassava
43.0,9.0,25.0,13.3,39.0,6.15,411.0,Loam,269,Wheat
81.0,15.0,8.0,23.3,72.0,5.42,392.0,Silty Loam,184,Beans
44.0,15.0,34.0,30.9,55.0,7.2,1433.0,Silty Loam,109,Cassava
84.0,92.0,46.0,19.7,66.0,7.53,844.0,Clay,163,Tomato
28.0,19.0,34.0,14.5,74.0,8.18,518.0,Clay,173,Wheat
69.0,19.0,56.0,27.2,68.0,6.49,820.0,Sandy Loam,175,Maize
125.0,63.0,58.0,21.6,59.0,6.54,540.0,Sandy Loam,173,Tomato
68.0,42.0,42.0,16.7,57.0,7.13,1055.0,Loam,147,Tomato
73.0,71.0,81.0,26.7,66.0,7.34,594.0,Loam,177,Tomato
112.0,68.0,78.0,27.1,78.0,7.48,276.0,Sandy Loam,181,Tomato
9.0,17.0,112.0,30.2,69.0,4.96,1073.0,Sandy Loam,114,Cassava
93.0,49.0,16.0,17.1,62.0,6.59,633.0,Silty Clay,159,Wheat
126.0,21.0,27.0,21.6,74.0,6.32,744.0,Loam,257,Wheat
40.0,36.0,113.0,28.8,88.0,5.87,858.0,Clay,207,Cassava
62.0,14.0,61.0,25.9,72.0,7.22,1510.0,Clay,182,Cassava
36.0,23.0,11.0,26.6,60.0,5.98,749.0,Clay,211,Beans
41.0,27.0,58.0,16.8,72.0,6.29,504.0,Clay,172,Beans
53.0,25.0,72.0,28.3,60.0,5.93,648.0,Clay,145,Maize
49.0,40.0,36.0,22.7,70.0,7.27,318.0,Sandy Loam,190,Beans
128.0,20.0,53.0,19.9,90.0,6.34,595.0,Loam,211,Maize
60.0,23.0,57.0,25.7,74.0,6.74,698.0,Loam,143,Maize
23.0,29.0,75.0,31.6,92.0,5.52,683.0,Loam,179,Cassava
30.0,1.0,49.0,31.4,55.0,7.3,804.0,Sandy Loam,273,Cassava
50.0,32.0,82.0,32.1,88.0,7.41,852.0,Silty Loam,141,Cassava
130.0,37.0,43.0,27.4,67.0,7.54,767.0,Clay,160,Tomato
7.0,20.0,53.0,30.5,76.0,5.97,901.0,Loam,137,Cassava
81.0,52.0,50.0,26.7,67.0,6.27,313.0,Loam,281,Maize
141.0,37.0,51.0,17.1,70.0,5.18,1960.0,Clay,176,Tea
36.0,39.0,71.0,21.4,63.0,7.32,301.0,Silty Loam,246,Maize
119.0,27.0,85.0,24.8,81.0,6.6,624.0,Loam,216,Tomato
32.0,32.0,120.0,30.2,78.0,7.18,715.0,Loam,180,Cassava
50.0,16.0,21.0,22.7,50.0,7.17,400.0,Loam,237,Sorghum
110.0,26.0,29.0,26.4,63.0,5.7,724.0,Loam,177,Maize
45.0,56.0,38.0,21.9,58.0,7.03,400.0,Loam,213,Wheat
68.0,72.0,40.0,20.6,86.0,6.11,2987.0,Loam,151,Tea
63.0,7.0,37.0,19.0,80.0,6.71,358.0,Silty Loam,89,Beans
49.0,21.0,29.0,28.7,57.0,6.27,719.0,Clay,162,Maize
8.0,26.0,9.0,31.0,61.0,7.79,218.0,Sandy Loam,144,Sorghum
62.0,41.0,36.0,24.3,77.0,6.24,398.0,Sandy Loam,172,Beans
93.0,15.0,18.0,24.5,75.0,5.63,361.0,Sandy Loam,190,Beans
66.0,33.0,31.0,21.2,55.0,6.64,188.0,Loam,210,Beans
75.0,58.0,78.0,12.5,67.0,6.62,723.0,Silty Clay,197,Wheat
51.0,29.0,46.0,21.3,56.0,7.22,651.0,Sandy Loam,156,Maize
121.0,78.0,60.0,28.7,64.0,6.46,1176.0,Sandy Loam,183,Tomato
61.0,31.0,85.0,21.0,53.0,6.03,505.0,Silty Clay,197,Maize
74.0,29.0,76.0,18.3,36.0,6.4,410.0,Loam,230,Wheat
68.0,7.0,40.0,22.9,73.0,7.27,349.0,Loam,190,Maize
29.0,32.0,12.0,29.2,45.0,7.39,215.0,Loam,193,Sorghum
43.0,37.0,52.0,26.7,66.0,5.07,1360.0,Clay,238,Cassava
25.0,26.0,46.0,27.6,37.0,6.05,523.0,Clay,161,Sorghum
34.0,47.0,44.0,18.2,76.0,7.22,656.0,Clay,122,Wheat
82.0,38.0,31.0,31.0,76.0,5.78,646.0,Sandy Loam,214,Maize
40.0,27.0,37.0,20.7,42.0,5.53,508.0,Sandy Loam,150,Beans
59.0,20.0,41.0,34.7,66.0,7.72,187.0,Loam,152,Sorghum
28.0,19.0,65.0,26.9,59.0,7.49,513.0,Loam,153,Sorghum
21.0,36.0,37.0,32.8,72.0,5.69,1485.0,Silty Loam,199,Cassava
27.0,23.0,99.0,28.4,70.0,5.53,1054.0,Silty Loam,153,Cassava
1.0,28.0,21.0,28.7,70.0,7.2,1029.0,Silty Loam,135,Cassava
57.0,28.0,37.0,16.8,46.0,7.35,679.0,Sandy Loam,202,Wheat
64.0,27.0,38.0,26.6,42.0,6.08,391.0,Clay,225,Sorghum
131.0,32.0,71.0,21.3,44.0,6.52,401.0,Sandy Loam,221,Wheat
15.0,22.0,113.0,22.4,91.0,7.16,1317.0,Sandy Loam,257,Cassava
90.0,42.0,43.0,20.87974371,82.00274423,6.502985292,2029.355362,Clay,160,rice
85.0,58.0,41.0,21.77046169,80.31964408,7.038096361,2266.555374,Clay Loam,165,rice
60.0,55.0,44.0,23.00445915,82.3207629,7.840207144,2639.642476,Clay,172,rice
74.0,35.0,40.0,26.49109635,80.15836264,6.980400905,2428.640342,Clay,168,rice
78.0,42.0,42.0,20.13017482,81.60487287,7.628472891,2627.173405,Clay Loam,172,rice
69.0,37.0,42.0,23.05804872,83.37011772,7.073453503,2510.549998,Clay Loam,170,rice
69.0,55.0,38.0,22.70883798,82.63941394,5.70080568,2713.248604,Clay,174,rice
94.0,53.0,40.0,20.27774362,82.89408619,5.718627178,2419.741949,Silty Clay,168,rice
89.0,54.0,38.0,24.51588066,83.5352163,6.685346424,2304.462359,Clay,166,rice
68.0,58.0,38.0,23.22397386,83.03322691,6.336253525,2212.091958,Clay,164,rice
91.0,53.0,40.0,26.52723513,81.41753846,5.386167788,2646.148697,Clay,172,rice
90.0,46.0,42.0,23.97898217,81.45061596,7.50283396,2500.832336,Clay,170,rice
78.0,58.0,44.0,26.80079604,80.88684822,5.108681786,2844.364567,Clay Loam,176,rice
93.0,56.0,36.0,24.01497622,82.05687182,6.98435366,1852.773389,Clay,157,rice
94.0,50.0,37.0,25.66585205,80.66385045,6.94801983,2095.869708,Silty Clay,161,rice
60.0,48.0,39.0,24.28209415,80.30025587,7.042299069,2310.863347,Clay Loam,166,rice
85.0,38.0,41.0,21.58711777,82.7883708,6.249050656,2766.552459,Silty Clay,175,rice
91.0,35.0,39.0,23.79391957,80.41817957,6.970859754,2062.611855,Silty Clay,161,rice
77.0,38.0,36.0,21.8652524,80.1923008,5.953933276,2245.550169,Silty Clay,164,rice
88.0,35.0,40.0,23.57943626,83.58760316,5.85393208,2912.986618,Silty Clay,178,rice
89.0,45.0,36.0,21.32504158,80.47476396,6.442475375,1854.974732,Clay Loam,157,rice
76.0,40.0,43.0,25.15745531,83.11713476,5.070175667,2313.843163,Clay Loam,166,rice
67.0,59.0,41.0,21.94766735,80.97384195,6.012632591,2133.560921,Silty Clay,162,rice
83.0,41.0,43.0,21.0525355,82.67839517,6.254028451,2331.075816,Silty Clay,166,rice
98.0,47.0,37.0,23.48381344,81.33265073,7.375482851,2240.581164,Clay Loam,164,rice
66.0,53.0,41.0,25.0756354,80.52389148,7.778915154,2570.038865,Clay Loam,171,rice
97.0,59.0,43.0,26.35927159,84.04403589,6.286500176,2713.586137,Clay Loam,174,rice
97.0,50.0,41.0,24.52922681,80.54498576,7.070959995,2602.634026,Clay,172,rice
60.0,49.0,44.0,20.77576147,84.49774397,6.244841491,2400.810647,Clay,168,rice
84.0,51.0,35.0,22.30157427,80.64416466,6.043304899,1979.791215,Clay,159,rice
73.0,57.0,41.0,21.44653958,84.94375962,5.824709117,2722.017204,Silty Clay,174,rice
92.0,35.0,40.0,22.17931888,80.33127223,6.357389366,2000.882787,Clay,160,rice
85.0,37.0,39.0,24.52783742,82.73685569,6.364134968,2246.757231,Silty Clay,164,rice
98.0,53.0,38.0,20.26707606,81.63895217,5.01450727,2704.417274,Silty Clay,174,rice
88.0,54.0,44.0,25.7354293,83.88266234,6.149410611,2331.321372,Clay,166,rice
95.0,55.0,42.0,26.79533926,82.1480873,5.950660556,1933.473987,Silty Clay,158,rice
99.0,57.0,35.0,26.75754171,81.17734011,5.960370061,2722.999056,Clay,174,rice
95.0,39.0,36.0,23.86330467,83.15250801,5.561398642,2852.493645,Clay,177,rice
60.0,43.0,44.0,21.01944696,82.95221726,7.416245107,2984.018471,Clay Loam,179,rice
63.0,44.0,41.0,24.17298839,83.7287574,5.583370042,2570.343554,Clay,171,rice
62.0,42.0,36.0,22.78133816,82.06719137,6.430010215,2487.183228,Clay Loam,169,rice
64.0,45.0,43.0,25.62980105,83.52842314,5.534878156,2099.001977,Clay,161,rice
83.0,60.0,36.0,25.59704938,80.14509262,6.903985986,2008.34898,Clay,160,rice
82.0,40.0,40.0,23.83067496,84.81360127,6.271478838,2985.601175,Clay Loam,179,rice
85.0,52.0,45.0,26.31355498,82.36698992,7.224285503,2655.355937,Clay Loam,173,rice
91.0,35.0,38.0,24.8972823,80.52586088,6.13428721,1836.793207,Clay,156,rice
76.0,49.0,42.0,24.958779,84.47963372,5.206373153,1969.560008,Silty Clay,159,rice
74.0,39.0,38.0,23.24113501,84.59201843,7.782051313,2330.453455,Clay Loam,166,rice
79.0,43.0,39.0,21.66628296,80.70960551,7.062779015,2108.142087,Silty Clay,162,rice
88.0,55.0,45.0,24.63544858,80.41363018,7.730367824,2537.202781,Silty Clay,170,rice
60.0,36.0,43.0,23.43121862,83.06310136,5.286203711,2199.048349,Silty Clay,163,rice
76.0,60.0,39.0,20.0454142,80.3477562,6.766240045,2085.810155,Clay Loam,161,rice
93.0,56.0,42.0,23.85724032,82.22572988,7.382762603,1950.948311,Silty Clay,159,rice
65.0,60.0,43.0,21.97199397,81.89918197,5.658169482,2273.637009,Clay Loam,165,rice
95.0,52.0,36.0,26.22916897,83.83625819,5.543360238,2865.083725,Silty Clay,177,rice
75.0,38.0,39.0,23.44676801,84.79352417,6.215109715,2839.338466,Clay,176,rice
74.0,54.0,38.0,25.65553461,83.47021081,7.120272972,2173.788583,Clay,163,rice
91.0,36.0,45.0,24.44345477,82.45432595,5.950647577,2679.761948,Clay Loam,173,rice
71.0,46.0,40.0,20.2801937,82.1235421,7.236705436,1919.535738,Clay,158,rice
99.0,55.0,35.0,21.7238313,80.2389895,6.501697816,2779.626192,Clay,175,rice
72.0,40.0,38.0,20.41447029,82.20802629,7.592490617,2451.511304,Silty Clay,169,rice
83.0,58.0,45.0,25.75528612,83.51827127,5.875345751,2456.626799,Clay Loam,169,rice
93.0,58.0,38.0,20.61521424,83.77345559,6.932400225,2795.451717,Silty Clay,175,rice
70.0,36.0,42.0,21.84106875,80.72886384,6.946209881,2023.838319,Silty Clay,160,rice
76.0,47.0,42.0,20.08369642,83.29114712,5.739175027,2636.372176,Silty Clay,172,rice
99.0,41.0,36.0,24.45802087,82.74835604,6.738652179,1825.616319,Silty Clay,156,rice
99.0,54.0,37.0,21.14347496,80.33502926,5.594819626,1986.730942,Silty Clay,159,rice
86.0,59.0,35.0,25.78720567,82.11124033,6.946636369,2435.120414,Silty Clay,168,rice
69.0,46.0,41.0,23.64124821,80.28597873,5.012139669,2631.103304,Silty Clay,172,rice
91.0,56.0,37.0,23.43191632,80.56887849,6.363472208,2695.039162,Clay Loam,173,rice
61.0,52.0,41.0,24.97669518,83.891805,6.880431223,2048.001847,Clay,160,rice
67.0,45.0,38.0,22.72791041,82.1706881,7.300410836,2608.875056,Silty Clay,172,rice
79.0,42.0,37.0,24.87300744,82.84022551,6.587918708,2956.094492,Silty Clay,179,rice
78.0,43.0,42.0,21.32376327,83.00320459,7.283736617,1923.197536,Silty Clay,158,rice
75.0,54.0,36.0,26.29465461,84.56919326,7.023936392,2574.914906,Silty Clay,171,rice
97.0,36.0,45.0,22.2286982,81.85872947,6.939083505,2780.791793,Silty Clay,175,rice
67.0,47.0,44.0,26.73072391,81.78596776,7.868474653,2804.044392,Silty Clay,176,rice
73.0,35.0,38.0,24.88921174,81.97927117,5.005306977,1859.461429,Clay,157,rice
77.0,36.0,37.0,26.88444878,81.46033732,6.136131869,1945.766559,Clay,158,rice
81.0,41.0,38.0,22.67846116,83.72874389,7.524080076,2009.133156,Silty Clay,160,rice
68.0,57.0,43.0,26.08867875,80.37979919,5.706943251,1829.043504,Clay,156,rice
72.0,45.0,35.0,25.42977518,82.94682591,5.758506323,1953.574542,Clay Loam,159,rice
61.0,53.0,43.0,26.40323239,81.05635517,6.349606327,2233.671883,Silty Clay,164,rice
67.0,43.0,39.0,26.04371967,84.96907151,5.999969026,1867.536773,Clay Loam,157,rice
67.0,58.0,39.0,25.2827223,80.54372813,5.453592032,2201.156708,Clay Loam,164,rice
66.0,60.0,38.0,22.08576562,83.47038318,6.372576327,2317.364957,Silty Clay,166,rice
82.0,43.0,38.0,23.28617173,81.43321641,5.105588355,2423.170629,Clay,168,rice
84.0,50.0,44.0,25.48591986,81.40633547,5.935344406,1826.549356,Clay Loam,156,rice
81.0,53.0,42.0,23.67575393,81.03569343,5.17782304,2337.034975,Silty Clay,166,rice
91.0,50.0,40.0,20.82477109,84.1341879,6.462391607,2302.242223,Clay Loam,166,rice
93.0,53.0,38.0,26.92995077,81.91411159,7.069172227,2906.793783,Clay Loam,178,rice
90.0,44.0,38.0,23.83509503,83.88387074,7.473134377,2412.013513,Clay Loam,168,rice
81.0,45.0,35.0,26.52872817,80.12267476,6.158376967,2189.163567,Clay Loam,163,rice
78.0,40.0,38.0,26.46428311,83.85642678,7.549873681,2482.256491,Clay,169,rice
60.0,51.0,36.0,22.69657794,82.81088865,6.028321558,2569.964761,Clay Loam,171,rice
88.0,46.0,42.0,22.68319059,83.46358271,6.604993475,1942.651719,Clay Loam,158,rice
93.0,47.0,37.0,21.53346343,82.14004101,6.500343222,2959.248796,Clay Loam,179,rice
60.0,55.0,45.0,21.40865769,83.3293191,5.935745417,2875.766935,Clay,177,rice
78.0,35.0,44.0,26.54348085,84.67353597,7.072655622,1836.222657,Clay Loam,156,rice
65.0,37.0,40.0,23.35905428,83.59512273,5.333322606,1884.13665,Clay Loam,157,rice
71.0,54.0,16.0,22.61359953,63.69070564,5.749914421,877.5953857,Silty Loam,111,maize
61.0,44.0,17.0,26.10018422,71.57476937,6.931756558,1022.662445,Silty Loam,115,maize
80.0,43.0,16.0,23.55882094,71.59351368,6.657964753,667.1995467,Silty Loam,106,maize
73.0,58.0,21.0,19.97215954,57.68272924,6.596060648,606.5171481,Loam,105,maize
61.0,38.0,20.0,18.47891261,62.69503871,5.970458434,654.3835393,Silty Loam,106,maize
68.0,41.0,16.0,21.77689322,57.80840636,6.158830619,1020.861694,Silty Loam,115,maize
93.0,41.0,17.0,25.6217169,66.50415474,6.047906679,1054.654703,Loam,116,maize
89.0,60.0,19.0,25.19192419,66.6902901,5.913664501,780.6639649,Silty Loam,109,maize
76.0,44.0,17.0,20.41683147,62.5542482,5.855442401,652.7798457,Loam,106,maize
67.0,60.0,25.0,24.92162194,66.78627406,5.750254943,1092.162279,Sandy Loam,117,maize
70.0,44.0,19.0,23.31689124,73.4541537,5.852607099,942.9712821,Silty Loam,113,maize
90.0,49.0,21.0,24.84016732,68.3584573,6.472523287,740.5474936,Sandy Loam,108,maize
62.0,52.0,16.0,22.27526694,58.84015925,6.967057762,638.7020584,Loam,105,maize
92.0,44.0,16.0,18.87751445,65.76816093,6.082973754,947.6189431,Silty Loam,113,maize
66.0,54.0,21.0,25.19008683,60.2001687,5.919045532,721.2375573,Loam,108,maize
63.0,58.0,22.0,18.25405352,55.28220433,6.204747653,637.2358154,Sandy Loam,105,maize
70.0,47.0,17.0,24.6129118,70.4162444,6.600827017,1041.626147,Loam,116,maize
61.0,41.0,17.0,25.1420613,65.26185135,6.021902237,766.8456006,Silty Loam,109,maize
66.0,53.0,19.0,23.09348056,60.1159381,6.033550195,654.9730729,Silty Loam,106,maize
74.0,55.0,19.0,18.05033737,62.89366992,6.28886807,842.3613484,Sandy Loam,111,maize
77.0,57.0,21.0,24.9321581,73.80435276,6.550563823,797.4078719,Loam,109,maize
99.0,50.0,15.0,18.14710054,71.09445342,5.573286437,880.7753741,Silty Loam,112,maize
74.0,56.0,22.0,18.28362235,66.65952796,6.829199275,809.7573281,Sandy Loam,110,maize
83.0,45.0,21.0,18.83344471,58.75082029,5.716222912,797.532896,Silty Loam,109,maize
100.0,48.0,16.0,25.71895816,67.22190688,5.54990242,745.1490791,Silty Loam,108,maize
79.0,51.0,16.0,25.33797709,68.49835977,6.586244581,964.6380213,Loam,114,maize
94.0,39.0,18.0,23.89114571,57.48775781,5.893093135,1028.301942,Silty Loam,115,maize
75.0,49.0,15.0,21.53574127,71.50905983,5.918263801,1024.852929,Loam,115,maize
78.0,48.0,22.0,23.08974909,63.10459626,5.588650585,704.3473609,Silty Loam,107,maize
87.0,54.0,20.0,25.61707368,63.4711755,6.576418207,1088.303762,Sandy Loam,117,maize
87.0,35.0,25.0,21.44526922,63.1621551,6.178056304,658.8951188,Silty Loam,106,maize
63.0,43.0,19.0,18.51816776,55.53128131,6.641906353,909.88051,Loam,112,maize
84.0,57.0,25.0,22.53510514,67.99257471,6.489040367,644.0866039,Loam,106,maize
64.0,35.0,23.0,23.02038334,61.89472002,5.680361038,630.3843397,Sandy Loam,105,maize
60.0,46.0,22.0,24.89364635,65.61418761,6.625404348,879.298085,Silty Loam,111,maize
98.0,44.0,21.0,25.77175115,74.089114,6.524478032,1074.931917,Silty Loam,116,maize
75.0,56.0,18.0,19.39851734,62.35750641,5.696205468,609.5197486,Sandy Loam,105,maize
86.0,55.0,21.0,21.54156232,59.64024162,6.803931519,1097.515385,Silty Loam,117,maize
98.0,35.0,18.0,23.79746068,74.82913698,6.252797548,917.6337172,Silty Loam,112,maize
76.0,57.0,18.0,18.9802729,74.52600826,6.092725883,942.6249353,Loam,113,maize
99.0,56.0,17.0,24.10859207,73.13112261,6.234330356,710.7562236,Silty Loam,107,maize
60.0,44.0,23.0,24.7947077,70.04556743,5.722579819,767.2860067,Silty Loam,109,maize
74.0,48.0,17.0,21.63162756,60.27766379,6.430616465,692.1803098,Sandy Loam,107,maize
89.0,60.0,17.0,25.37548751,57.21025565,5.983952675,1017.004306,Sandy Loam,115,maize
69.0,51.0,23.0,22.21738222,72.85462807,6.80163854,1066.213157,Loam,116,maize
96.0,46.0,22.0,20.58314011,69.00128641,6.499936446,662.9390357,Silty Loam,106,maize
61.0,60.0,15.0,24.87502824,68.74248334,6.265564338,912.6056654,Silty Loam,112,maize
74.0,58.0,18.0,20.03728219,56.35606753,6.727303282,1090.24141,Silty Loam,117,maize
74.0,43.0,23.0,25.95263264,61.89082199,6.325235159,995.7981207,Loam,114,maize
63.0,43.0,17.0,19.28889933,65.47050802,6.807487794,713.195307,Loam,107,maize
99.0,36.0,20.0,20.57981887,65.34583901,6.671085817,783.4604471,Sandy Loam,109,maize
77.0,36.0,23.0,24.71417533,56.73426469,6.648725327,884.5361858,Loam,112,maize
87.0,60.0,23.0,20.27317074,63.91281869,6.439071996,625.0351892,Silty Loam,105,maize
60.0,38.0,17.0,18.41932981,64.23580251,6.474476516,764.1312437,Silty Loam,109,maize
94.0,54.0,17.0,23.39128187,61.74427165,5.871647806,1073.198135,Loam,116,maize
95.0,38.0,22.0,19.84939404,61.24500053,5.730617109,1007.689246,Silty Loam,115,maize
84.0,44.0,21.0,21.869274,61.91044947,5.850439831,1072.681929,Silty Loam,116,maize
77.0,58.0,19.0,22.8056033,56.50768935,5.791649933,1015.952794,Loam,115,maize
66.0,44.0,20.0,19.0781471,69.02298571,6.740000688,807.2515943,Loam,110,maize
63.0,35.0,16.0,22.02720976,65.35549924,6.272417541,837.3280082,Silty Loam,110,maize
79.0,45.0,20.0,23.80546189,59.24537979,5.715208817,899.622014,Silty Loam,112,maize
72.0,60.0,25.0,18.52510753,69.0276233,5.773454729,881.0234397,Silty Loam,112,maize
67.0,51.0,24.0,23.50297882,61.32026065,5.584171461,647.7791424,Sandy Loam,106,maize
86.0,36.0,24.0,26.54986394,72.89187265,5.787268394,733.3636055,Sandy Loam,108,maize
76.0,48.0,18.0,19.29563411,69.63481219,5.77597783,832.1030571,Sandy Loam,110,maize
75.0,53.0,18.0,20.68899915,59.4375337,6.864793607,1036.51438,Loam,115,maize
81.0,45.0,23.0,19.32666088,68.034493,6.192360003,842.2969177,Sandy Loam,111,maize
73.0,45.0,21.0,24.60532218,73.58868502,6.636803223,965.9195302,Loam,114,maize
71.0,35.0,24.0,22.27373646,59.52193158,5.826426917,679.6704792,Loam,106,maize
96.0,54.0,22.0,25.70196694,61.33450447,6.960358276,832.0711308,Sandy Loam,110,maize
99.0,39.0,18.0,19.20129357,68.30578978,6.11275104,878.5092352,Sandy Loam,111,maize
62.0,48.0,20.0,21.70181447,60.47470519,6.708446922,957.1388473,Sandy Loam,113,maize
86.0,37.0,16.0,20.51716779,59.21235483,5.561510732,676.1013737,Silty Loam,106,maize
94.0,50.0,19.0,23.30355338,73.62548442,5.873242491,975.9081274,Sandy Loam,114,maize
76.0,39.0,24.0,24.2547451,55.64709899,6.995843776,642.3845455,Silty Loam,106,maize
77.0,52.0,17.0,24.86374934,65.7420046,5.714799723,758.2270467,Loam,108,maize
74.0,39.0,23.0,22.6265115,65.77472881,6.78073637,881.7251033,Silty Loam,112,maize
81.0,49.0,20.0,18.04185513,60.61494304,5.513697923,1042.321615,Sandy Loam,116,maize
63.0,42.0,21.0,23.26237612,72.33125523,5.798423908,671.0225139,Loam,106,maize
99.0,38.0,21.0,22.88330922,71.59722446,6.352471866,677.2777298,Loam,106,maize
90.0,52.0,25.0,25.97482359,69.36385721,6.822586546,1032.234212,Loam,115,maize
68.0,40.0,19.0,26.14384005,66.20569924,6.655426355,1072.361366,Silty Loam,116,maize
60.0,57.0,24.0,18.66116213,61.55327249,6.121294041,750.3247667,Sandy Loam,108,maize
71.0,52.0,18.0,25.10787449,55.97732754,5.790770203,781.6077693,Loam,109,maize
61.0,59.0,17.0,23.33844615,59.24580604,6.47444292,1050.083144,Loam,116,maize
88.0,38.0,15.0,25.08239719,65.92195844,6.455116637,624.9190812,Loam,105,maize
65.0,60.0,22.0,25.36768364,72.52054555,6.606984086,1079.124111,Silty Loam,116,maize
78.0,37.0,22.0,25.34217103,63.31801994,6.330554389,745.2082026,Silty Loam,108,maize
78.0,58.0,15.0,25.00933355,67.816568,6.528631266,629.1359494,Sandy Loam,105,maize
92.0,60.0,23.0,18.66746724,71.516474,5.721667141,699.3293255,Silty Loam,107,maize
79.0,59.0,17.0,20.37999665,63.73849998,6.644205485,1085.054416,Loam,117,maize
91.0,55.0,15.0,18.09300227,72.61024172,6.376651091,789.6159541,Sandy Loam,109,maize
76.0,51.0,18.0,26.16985907,71.96246617,6.247040422,798.4925393,Loam,109,maize
87.0,48.0,25.0,18.65396672,61.37879671,6.656730008,936.2039175,Loam,113,maize
71.0,60.0,22.0,26.07470121,59.37147589,6.2048017,857.5692395,Silty Loam,111,maize
90.0,57.0,24.0,18.92851916,72.80086137,6.158860284,823.4162918,Sandy Loam,110,maize
67.0,35.0,22.0,23.30546753,63.24648023,6.385684214,1087.603001,Silty Loam,117,maize
60.0,54.0,19.0,18.74826712,62.49878458,6.417820493,702.3401597,Silty Loam,107,maize
83.0,58.0,23.0,19.74213321,59.66263104,6.381201909,655.0861389,Sandy Loam,106,maize
83.0,57.0,19.0,25.73044432,70.74739256,6.877869005,987.3771338,Loam,114,maize
40.0,72.0,77.0,17.02498456,16.98861173,7.485996067,885.5123143,Sandy Loam,98,chickpea
23.0,72.0,84.0,19.02061277,17.13159126,6.920251378,799.2698081,Loam,99,chickpea
39.0,58.0,85.0,17.88776475,15.40589717,5.996932037,685.4932919,Sandy Loam,98,chickpea
22.0,72.0,85.0,18.86805647,15.65809214,6.391173589,885.1048983,Loam,99,chickpea
36.0,67.0,77.0,18.36952567,19.56381041,7.152811172,792.6357665,Loam,99,chickpea
32.0,73.0,81.0,20.45078582,15.40312102,5.988992796,926.8373702,Clay Loam,100,chickpea
58.0,70.0,84.0,20.6543203,16.60820843,6.231049028,746.631118,Loam,100,chickpea
59.0,70.0,84.0,17.3348681,18.74926979,7.550808267,826.1734721,Clay Loam,98,chickpea
42.0,62.0,75.0,18.17912258,18.90426935,7.010570541,818.4997529,Sandy Loam,99,chickpea
28.0,74.0,81.0,18.01272266,18.30968112,8.753795334,819.8568791,Sandy Loam,99,chickpea
58.0,66.0,79.0,20.99373558,19.33470387,8.718192847,935.5280105,Sandy Loam,100,chickpea
43.0,66.0,79.0,19.46233971,15.22538951,7.976607593,745.8565097,Sandy Loam,99,chickpea
58.0,63.0,81.0,19.81344531,14.69765308,6.515499549,789.6514709,Clay Loam,99,chickpea
23.0,62.0,85.0,18.97424756,19.5161216,8.490127142,807.108745,Sandy Loam,99,chickpea
27.0,62.0,77.0,18.19737048,14.71070537,6.576415562,701.8185181,Loam,99,chickpea
28.0,72.0,84.0,18.72963144,19.18197264,6.481783043,715.8010169,Loam,99,chickpea
50.0,56.0,76.0,20.99502153,19.8601304,7.966605025,735.0734019,Loam,100,chickpea
39.0,71.0,84.0,20.28155898,16.39535215,8.140825437,825.2339655,Clay Loam,100,chickpea
25.0,78.0,76.0,17.48042641,15.7559405,7.228963452,669.6980581,Sandy Loam,98,chickpea
31.0,70.0,77.0,20.88818675,14.32313811,6.492546046,904.6228334,Sandy Loam,100,chickpea
26.0,80.0,83.0,17.08498521,16.14565756,7.528599957,713.1007253,Sandy Loam,98,chickpea
25.0,68.0,77.0,20.09340593,15.11279612,7.701446446,857.4904898,Clay Loam,100,chickpea
31.0,78.0,76.0,17.57212145,14.99927489,8.519975748,893.1050665,Loam,98,chickpea
60.0,68.0,83.0,19.12065218,18.43475844,6.620900869,855.2950164,Loam,99,chickpea
59.0,62.0,83.0,18.57665902,19.22008229,8.104396058,729.4940441,Sandy Loam,99,chickpea
22.0,67.0,78.0,17.16606398,14.42457525,6.204090835,723.2667516,Loam,98,chickpea
36.0,65.0,80.0,18.2872007,16.67921616,6.051091339,748.7445574,Loam,99,chickpea
59.0,60.0,84.0,19.03025305,18.66725565,7.690962338,947.0992037,Clay Loam,99,chickpea
54.0,77.0,85.0,17.1418614,17.0662427,7.829211144,837.4606679,Clay Loam,98,chickpea
43.0,68.0,81.0,17.47809436,17.93253975,6.761599706,789.2060234,Clay Loam,98,chickpea
28.0,76.0,82.0,20.56601874,14.25803981,6.654425315,837.5937135,Clay Loam,100,chickpea
42.0,79.0,85.0,17.22385224,15.82069268,6.129533877,765.7580954,Sandy Loam,98,chickpea
32.0,60.0,83.0,19.69141713,19.44225438,8.829273328,917.6071648,Clay Loam,99,chickpea
22.0,78.0,76.0,17.84851658,19.09172907,8.621662982,763.2470713,Loam,98,chickpea
