N,P,K,temperature,humidity,ph,rainfall,soil_type,season_duration,label
39,18,55,33.4,35,5.95,612,Loam,232,Sorghum
65,46,39,27.4,76,5.69,484,Clay,185,Beans
49,22,51,15.7,58,7.03,507,Silty Loam,178,Wheat
80,34,25,22.6,43,7.54,676,Sandy Loam,215,Wheat
106,18,62,18.5,58,6.42,860,Sandy Loam,146,Maize
85,27,97,23.0,75,5.57,573,Loam,117,Tomato
18,27,10,32.8,65,7.14,666,Sandy Loam,190,Sorghum
70,28,31,26.5,74,5.93,324,Sandy Loam,210,Beans
71,32,71,12.2,73,6.37,503,Loam,187,Wheat
74,36,30,26.5,76,7.42,500,Silty Loam,262,Beans
94,72,63,19.3,78,5.4,1920,Loam,168,Tea
123,20,60,29.8,89,5.61,666,Silty Loam,187,Tomato
108,44,75,11.6,58,6.33,594,Clay,201,Wheat
10,16,35,22.7,63,6.24,554,Loam,178,Sorghum
73,27,60,29.3,68,6.22,686,Silty Loam,242,Maize
69,32,37,16.4,70,5.01,2860,Sandy Loam,142,Tea
70,38,62,23.5,47,7.38,727,Loam,224,Wheat
121,57,62,15.6,46,7.24,612,Loam,105,Wheat
110,13,48,19.7,70,6.27,690,Silty Clay,135,Wheat
150,61,31,22.2,55,7.28,673,Loam,189,Tomato
106,53,67,30.7,68,6.74,643,Clay,181,Maize
78,27,28,20.2,66,6.01,1151,Sandy Loam,219,Tomato
102,50,61,12.0,38,7.49,494,Silty Clay,281,Wheat
112,38,42,17.3,62,6.48,441,Loam,199,Wheat
90,49,54,17.0,65,7.01,352,Silty Clay,186,Wheat
7,9,33,33.3,75,7.3,953,Silty Clay,138,Cassava
77,23,67,12.0,75,8.22,440,Loam,212,Wheat
93,48,39,17.7,69,7.58,233,Clay,232,Maize
22,9,48,20.3,81,7.14,636,Loam,204,Cassava
126,62,28,23.9,88,6.53,434,Loam,186,Tomato
23,11,49,27.3,50,7.83,196,Silty Loam,182,Sorghum
63,6,81,20.1,65,7.89,752,Clay,227,Wheat
76,11,81,15.9,71,7.17,511,Loam,182,Wheat
50,34,29,21.7,78,5.22,2271,Silty Clay,253,Tea
48,24,28,19.7,58,5.32,364,Clay,141,Beans
62,15,23,34.4,32,8.07,589,Loam,271,Sorghum
66,37,45,21.9,48,5.24,197,Loam,205,Beans
69,36,6,11.1,59,6.86,396,Loam,189,Wheat
54,32,58,29.0,61,7.2,537,Silty Loam,180,Sorghum
57,33,40,20.4,70,5.72,662,Silty Loam,191,Maize
25,41,47,9.0,65,7.05,644,Loam,230,Wheat
47,28,48,27.5,56,7.29,547,Loam,153,Maize
51,58,61,22.7,51,6.94,403,Sandy Loam,147,Wheat
127,37,72,16.7,85,5.09,1413,Loam,128,Tea
52,10,96,23.5,81,5.84,611,Loam,133,Cassava
99,21,83,11.7,56,6.72,662,Loam,197,Wheat
79,58,76,20.3,62,6.93,420,Sandy Loam,194,Maize
59,49,35,19.7,75,6.92,713,Loam,131,Wheat
84,41,56,22.5,86,6.48,802,Loam,165,Maize
17,20,53,29.7,75,5.54,1311,Sandy Loam,256,Cassava
112,44,60,26.3,64,7.47,510,Loam,183,Tomato
16,25,9,22.0,49,6.64,401,Sandy Loam,141,Sorghum
86,49,52,20.6,72,6.29,604,Sandy Loam,211,Maize
4,40,87,21.5,82,6.72,999,Silty Clay,261,Cassava
28,23,48,32.9,38,6.51,270,Clay,141,Sorghum
95,59,23,21.5,67,5.92,928,Sandy Loam,208,Maize
113,73,25,17.4,72,6.24,1922,Loam,181,Tea
56,5,23,34.2,63,6.73,410,Sandy Loam,184,Sorghum
117,72,81,25.6,44,5.74,1129,Silty Loam,155,Tomato
71,37,87,28.1,72,6.57,852,Sandy Loam,153,Tomato
85,60,64,23.5,53,5.78,739,Sandy Loam,213,Maize
20,30,56,20.8,92,6.2,1411,Loam,129,Cassava
88,32,94,19.7,67,6.99,542,Loam,183,Maize
79,21,53,9.9,28,6.49,374,Clay,195,Wheat
68,41,69,21.9,80,7.42,842,Silty Clay,183,Maize
71,32,30,22.6,63,5.48,479,Clay,129,Beans
31,22,49,34.4,44,6.92,171,Silty Loam,171,Sorghum
49,57,81,22.8,63,7.07,606,Loam,223,Maize
44,20,58,20.3,49,6.28,447,Clay,132,Wheat
35,33,41,27.1,55,7.05,711,Loam,196,Beans
23,30,33,29.0,74,7.48,536,Loam,164,Beans
92,37,86,29.7,51,7.56,700,Loam,173,Maize
81,39,75,22.0,61,5.55,271,Sandy Loam,204,Beans
81,46,67,30.0,69,7.35,440,Sandy Loam,135,Maize
47,38,40,23.9,65,6.52,380,Loam,153,Wheat
46,5,51,17.2,43,8.15,553,Clay,168,Wheat
54,38,79,11.5,75,6.69,345,Loam,211,Wheat
60,32,50,18.0,62,6.33,550,Clay,147,Maize
92,70,39,23.2,53,7.34,686,Sandy Loam,184,Tomato
39,36,40,33.6,50,7.86,68,Sandy Loam,201,Sorghum
73,29,20,22.0,44,6.97,521,Loam,160,Beans
19,3,20,31.8,31,6.74,498,Silty Loam,242,Sorghum
46,0,42,34.2,32,7.39,329,Clay,159,Sorghum
71,21,19,23.2,71,6.54,232,Sandy Loam,176,Beans
75,59,45,22.0,68,6.99,978,Loam,147,Tomato
72,24,65,21.9,43,7.63,370,Silty Loam,128,Wheat
96,66,87,28.9,55,5.88,1002,Loam,116,Tomato
60,26,13,25.1,68,5.99,523,Loam,207,Maize
78,31,29,27.9,59,7.24,357,Loam,198,Maize
66,48,31,19.0,57,6.91,743,Sandy Loam,210,Wheat
5,21,24,22.6,55,7.56,313,Silty Loam,118,Sorghum
40,7,54,26.6,56,7.32,450,Silty Loam,174,Sorghum
127,31,85,17.1,83,5.15,1986,Sandy Loam,192,Tea
48,60,25,17.6,55,6.76,389,Loam,204,Wheat
89,47,62,26.7,48,5.57,441,Silty Clay,244,Maize
136,68,64,27.6,49,5.7,499,Sandy Loam,90,Tomato
117,60,53,26.3,78,7.47,616,Clay,180,Maize
91,30,65,22.4,89,6.71,407,Silty Clay,192,Tomato
79,20,7,17.7,52,6.92,522,Loam,222,Wheat
75,59,84,10.0,41,6.77,691,Loam,245,Wheat
38,25,49,24.9,60,7.29,740,Clay,216,Beans
62,36,15,29.7,67,6.52,730,Silty Loam,168,Maize
29,42,21,27.0,75,5.89,656,Loam,200,Beans
21,30,25,22.8,79,5.77,245,Loam,291,Beans
17,4,45,32.2,48,5.83,364,Loam,206,Sorghum
85,45,42,20.0,57,7.29,707,Loam,263,Wheat
65,45,38,24.0,58,7.39,790,Clay,171,Beans
98,67,84,18.4,49,7.21,530,Sandy Loam,206,Tomato
119,57,54,10.2,66,6.45,411,Sandy Loam,189,Wheat
73,32,50,20.2,78,6.27,548,Loam,214,Beans
17,28,48,23.7,57,5.64,244,Silty Clay,150,Beans
47,32,18,26.9,74,7.33,372,Loam,206,Maize
56,19,72,25.6,76,5.71,573,Silty Loam,218,Maize
45,54,46,21.4,48,6.41,780,Silty Clay,145,Maize
122,64,111,26.6,66,7.21,992,Loam,125,Tomato
56,6,15,27.6,46,5.63,136,Silty Loam,254,Sorghum
58,26,56,23.1,60,5.25,332,Loam,223,Beans
56,30,46,21.2,77,6.65,1318,Sandy Loam,166,Cassava
27,26,45,28.4,54,6.47,535,Sandy Loam,218,Sorghum
73,41,70,15.5,57,6.94,504,Silty Loam,127,Wheat
35,9,91,11.3,67,7.93,771,Silty Clay,193,Wheat
72,65,72,21.8,89,5.34,2496,Sandy Loam,161,Tea
56,16,35,29.9,61,5.34,629,Loam,284,Cassava
103,54,79,22.8,86,6.28,677,Sandy Loam,218,Maize
92,52,59,21.3,43,7.77,443,Silty Clay,147,Wheat
41,20,63,9.6,53,6.23,559,Clay,123,Wheat
95,52,66,18.6,62,6.19,541,Loam,210,Wheat
88,43,62,10.7,50,7.09,864,Clay,206,Wheat
53,36,37,23.8,81,7.43,288,Sandy Loam,168,Beans
111,41,71,10.4,41,6.24,578,Loam,152,Wheat
75,55,54,22.3,88,5.38,688,Loam,166,Beans
87,24,66,17.0,55,5.96,627,Clay,206,Wheat
91,38,67,13.3,63,7.27,790,Loam,184,Wheat
39,27,85,14.9,46,6.92,468,Loam,236,Wheat
97,61,59,21.2,52,6.24,311,Silty Loam,199,Wheat
67,33,13,10.2,48,6.44,723,Loam,114,Wheat
70,47,58,22.3,63,5.5,264,Sandy Loam,281,Beans
44,43,56,19.8,73,6.15,579,Sandy Loam,156,Beans
51,43,42,18.3,79,6.36,661,Clay,243,Maize
118,62,42,25.1,40,7.05,540,Silty Loam,198,Wheat
118,37,37,25.4,75,7.22,272,Loam,242,Maize
57,40,61,25.3,56,7.38,1007,Loam,167,Tomato
73,38,49,13.1,50,6.76,770,Silty Loam,192,Wheat
126,23,65,26.4,59,5.45,816,Loam,171,Maize
81,44,25,15.5,57,6.77,626,Sandy Loam,234,Wheat
76,14,13,26.5,46,6.19,699,Loam,201,Beans
61,30,32,23.5,43,7.43,560,Sandy Loam,170,Wheat
10,22,34,25.1,43,6.63,568,Silty Loam,110,Sorghum
33,21,55,31.6,45,5.66,544,Loam,188,Sorghum
28,14,41,29.7,39,6.93,338,Loam,121,Sorghum
97,42,69,22.2,78,6.4,854,Silty Clay,188,Maize
84,35,37,27.3,72,7.09,704,Silty Clay,165,Maize
13,44,32,27.9,33,6.49,441,Silty Loam,150,Sorghum
48,25,70,18.5,73,6.69,1062,Loam,181,Tomato
44,23,15,26.3,53,5.43,354,Loam,176,Beans
27,36,27,22.2,31,5.74,515,Loam,185,Sorghum
65,48,39,20.3,81,6.34,745,Silty Clay,171,Maize
19,27,97,23.1,70,6.14,708,Sandy Loam,191,Cassava
69,14,32,19.8,53,7.25,271,Loam,218,Wheat
68,38,81,18.1,56,5.29,894,Sandy Loam,209,Maize
75,74,52,17.6,93,6.52,3048,Silty Loam,159,Tea
61,63,70,25.2,71,6.44,714,Clay,175,Maize
104,36,108,30.9,76,6.12,850,Silty Clay,244,Tomato
113,50,73,13.7,51,6.54,455,Loam,199,Wheat
40,23,113,27.3,59,4.62,1429,Sandy Loam,177,Cassava
111,26,63,28.9,57,5.83,646,Clay,130,Maize
49,27,112,24.0,73,5.98,755,Sandy Loam,162,Cassava
96,48,68,19.6,71,6.14,2745,Sandy Loam,222,Tea
106,34,65,21.3,82,5.26,2887,Sandy Loam,183,Tea
25,27,25,20.2,67,6.23,511,Sandy Loam,148,Beans
35,23,29,22.7,73,5.91,341,Loam,122,Sorghum
108,65,63,23.1,68,7.4,557,Sandy Loam,156,Maize
70,14,30,12.9,54,7.32,800,Loam,227,Wheat
66,52,61,21.3,53,7.09,362,Loam,171,Wheat
122,68,64,18.4,54,6.59,623,Clay,171,Tomato
30,11,44,31.3,48,7.25,447,Loam,195,Sorghum
56,1,39,30.4,36,6.45,400,Loam,202,Sorghum
53,51,36,20.9,62,5.62,493,Loam,183,Maize
128,73,80,22.6,55,6.95,1170,Sandy Loam,128,Tomato
56,13,82,19.2,72,6.35,865,Loam,158,Maize
66,60,37,26.5,47,7.53,548,Loam,149,Maize
130,79,68,21.9,89,6.11,1802,Clay,138,Tea
50,26,96,21.0,65,6.58,859,Silty Clay,145,Cassava
48,29,29,20.6,63,7.2,588,Clay,93,Beans
52,21,48,26.5,57,7.1,346,Sandy Loam,108,Maize
31,54,42,21.4,72,6.11,424,Silty Loam,75,Beans
134,38,61,22.2,63,4.73,1302,Sandy Loam,148,Tea
48,26,44,14.7,81,6.54,561,Silty Loam,135,Wheat
33,51,25,24.8,80,5.44,515,Silty Clay,92,Beans
43,6,36,24.5,60,7.33,690,Loam,176,Maize
34,49,65,12.3,42,6.04,600,Clay,148,Wheat
102,40,74,18.2,71,7.05,476,Loam,218,Wheat
70,16,79,17.3,58,8.03,578,Clay,175,Wheat
51,18,18,32.8,47,7.11,456,Loam,199,Sorghum
82,46,15,24.8,94,6.87,761,Clay,172,Beans
54,17,36,23.4,61,6.36,619,Silty Loam,226,Wheat
87,10,24,20.8,68,6.53,390,Loam,251,Maize
62,18,54,22.6,57,6.85,790,Sandy Loam,148,Maize
103,29,42,23.2,61,6.41,550,Clay,157,Maize
51,46,42,17.8,59,7.37,424,Loam,187,Wheat
5,27,33,27.7,59,6.74,520,Loam,154,Sorghum
4,0,40,20.5,85,6.81,1290,Clay,151,Cassava
55,47,66,18.5,75,6.8,668,Sandy Loam,184,Wheat
36,41,22,22.9,59,5.74,499,Loam,161,Beans
46,73,54,31.1,83,6.14,674,Silty Clay,182,Tomato
125,45,53,15.9,71,4.31,2578,Clay,231,Tea
57,43,41,18.3,66,6.07,1983,Loam,232,Tea
97,71,64,22.9,83,5.24,1628,Loam,99,Tea
63,35,92,20.0,65,7.15,943,Loam,182,Tomato
52,19,8,21.3,58,5.2,765,Silty Loam,155,Beans
98,58,89,19.7,51,6.95,675,Loam,158,Wheat
83,20,53,21.2,65,7.35,1151,Loam,132,Tomato
127,42,62,12.1,71,6.85,689,Loam,200,Wheat
54,10,49,17.5,44,7.12,411,Silty Loam,200,Wheat
102,74,79,28.9,78,5.62,404,Silty Clay,181,Tomato
62,59,84,14.7,97,6.27,1597,Loam,190,Tea
79,22,35,12.2,58,6.08,768,Silty Clay,191,Wheat
39,7,54,34.5,48,6.13,341,Sandy Loam,177,Sorghum
49,7,75,18.4,66,7.01,590,Clay,207,Wheat
46,66,61,16.5,71,7.51,679,Clay,163,Wheat
67,38,53,15.3,68,6.44,530,Loam,190,Wheat
69,47,36,19.6,84,5.78,400,Loam,216,Beans
40,52,52,14.7,55,6.62,602,Loam,185,Wheat
55,35,87,29.7,63,5.97,869,Sandy Loam,231,Cassava
53,17,69,21.9,56,7.02,795,Silty Loam,244,Wheat
31,27,51,23.4,55,7.53,525,Sandy Loam,171,Sorghum
92,47,48,15.4,71,7.78,656,Loam,169,Wheat
84,55,92,23.0,85,5.65,922,Loam,177,Tomato
70,46,33,13.5,55,7.43,821,Sandy Loam,186,Wheat
93,41,44,21.0,38,7.54,565,Sandy Loam,181,Wheat
48,55,24,24.5,77,6.03,415,Silty Loam,168,Maize
163,26,70,21.8,55,6.52,1052,Clay,281,Tomato
119,31,91,17.0,82,5.44,2826,Loam,236,Tea
61,54,76,25.0,74,7.07,1095,Sandy Loam,307,Tomato
70,24,20,22.5,75,5.02,559,Sandy Loam,260,Cassava
23,41,32,22.4,78,5.61,534,Clay,185,Beans
66,13,60,15.1,76,7.74,653,Silty Loam,176,Wheat
42,18,83,25.9,64,6.12,528,Loam,218,Maize
62,23,63,18.7,74,7.63,1517,Sandy Loam,150,Cassava
101,86,70,26.7,75,6.27,816,Loam,152,Tomato
90,20,43,10.5,56,5.92,699,Loam,197,Wheat
49,28,30,27.5,79,6.3,362,Clay,239,Maize
37,38,44,25.2,85,6.42,516,Loam,182,Cassava
144,59,73,18.3,83,5.37,2999,Clay,247,Tea
62,37,25,23.1,59,5.76,778,Clay,143,Beans
49,80,59,25.9,84,5.96,745,Sandy Loam,180,Tomato
122,62,94,23.0,69,5.93,661,Silty Loam,252,Tomato
78,16,18,20.2,58,6.9,379,Sandy Loam,137,Wheat
36,33,17,22.7,59,7.09,210,Loam,208,Beans
51,18,25,23.6,56,6.59,654,Loam,134,Maize
111,63,60,26.9,60,6.75,734,Loam,126,Maize
67,55,43,21.8,60,7.5,1156,Sandy Loam,212,Tomato
35,34,85,20.3,62,6.35,629,Clay,171,Cassava
12,23,49,28.3,69,7.13,323,Loam,207,Sorghum
91,71,65,18.7,64,6.76,749,Clay,93,Tomato
83,56,15,11.4,70,8.26,537,Clay,144,Wheat
63,64,81,26.4,84,6.83,1050,Sandy Loam,210,Tomato
82,31,68,21.3,86,7.02,819,Silty Clay,210,Tomato
85,30,30,16.3,46,7.01,602,Silty Clay,141,Wheat
63,54,58,18.7,55,6.06,747,Clay,178,Wheat
89,28,65,24.1,66,6.28,2055,Loam,177,Tea
17,6,38,25.0,36,6.12,536,Sandy Loam,157,Sorghum
43,26,17,32.8,62,7.47,440,Loam,143,Sorghum
72,40,27,29.2,61,7.17,910,Silty Clay,107,Tomato
52,28,44,25.5,61,5.55,1491,Clay,115,Cassava
37,27,49,26.7,54,6.97,264,Loam,141,Sorghum
26,17,32,20.2,74,5.65,641,Silty Clay,158,Beans
76,32,15,27.4,75,6.22,611,Clay,201,Beans
71,22,43,22.7,64,5.98,668,Clay,185,Beans
106,64,95,21.3,58,6.54,379,Loam,229,Tomato
86,42,57,29.9,57,6.36,565,Loam,195,Maize
21,7,30,20.6,47,7.6,755,Sandy Loam,187,Beans
45,10,46,33.8,53,7.32,138,Silty Loam,131,Sorghum
79,30,76,24.0,58,7.75,813,Sandy Loam,191,Tomato
91,29,64,25.2,81,6.74,593,Silty Clay,198,Tomato
60,53,66,20.0,59,6.91,641,Sandy Loam,209,Wheat
85,67,82,23.9,77,6.51,2089,Loam,122,Tea
47,18,32,26.5,69,6.41,817,Loam,194,Maize
10,5,26,32.4,76,5.04,1036,Sandy Loam,216,Cassava
31,37,106,26.3,70,4.4,1415,Silty Loam,106,Cassava
83,37,36,10.5,87,7.48,658,Loam,257,Wheat
72,40,60,10.2,68,6.22,531,Sandy Loam,218,Wheat
108,23,54,22.1,52,6.6,451,Clay,154,Maize
93,24,45,23.4,64,6.3,639,Sandy Loam,187,Beans
110,55,57,18.1,76,6.08,716,Silty Clay,186,Tomato
47,63,41,18.3,78,6.52,622,Loam,160,Maize
31,12,92,25.0,84,5.09,790,Loam,221,Cassava
68,38,33,23.1,53,5.72,735,Loam,142,Maize
77,45,51,16.3,63,5.9,689,Silty Clay,234,Beans
113,13,69,19.6,69,7.07,540,Silty Loam,215,Wheat
94,23,55,16.8,53,7.69,303,Silty Loam,197,Wheat
34,36,24,26.9,49,5.61,387,Sandy Loam,195,Sorghum
141,38,80,25.8,46,6.68,460,Loam,148,Tomato
92,45,75,28.8,58,6.93,1111,Loam,272,Tomato
40,16,30,20.8,58,7.36,694,Loam,123,Wheat
86,50,56,11.1,67,6.54,781,Loam,163,Wheat
49,40,1,27.5,33,7.18,237,Loam,201,Sorghum
56,29,35,21.9,76,5.35,630,Loam,182,Beans
1,31,59,20.8,76,4.28,983,Silty Loam,196,Cassava
38,11,27,34.2,37,6.08,515,Silty Clay,132,Sorghum
44,50,42,21.3,55,7.94,821,Silty Clay,225,Wheat
47,60,38,15.5,63,6.85,536,Silty Clay,126,Wheat
63,14,16,22.3,57,7.52,387,Sandy Loam,209,Sorghum
115,8,47,20.4,55,6.06,371,Clay,156,Wheat
118,12,42,10.3,63,7.88,657,Loam,141,Wheat
90,12,72,13.6,49,7.07,292,Sandy Loam,192,Wheat
61,27,71,30.8,68,7.04,1423,Clay,241,Cassava
71,26,51,24.8,63,6.35,450,Silty Loam,121,Beans
15,14,48,24.8,50,5.56,1145,Loam,168,Cassava
58,35,53,22.6,59,6.25,226,Loam,189,Beans
48,36,20,29.3,48,6.64,278,Loam,215,Sorghum
105,22,33,22.3,68,5.96,791,Loam,188,Tomato
74,44,24,24.3,71,5.96,1312,Sandy Loam,191,Tea
75,64,20,15.9,44,6.17,399,Loam,183,Wheat
53,40,33,22.7,59,6.06,425,Sandy Loam,198,Beans
82,36,70,25.2,67,6.7,354,Silty Clay,202,Maize
119,19,48,25.8,57,5.73,785,Sandy Loam,97,Tomato
81,15,27,12.2,42,7.05,567,Loam,150,Wheat
34,14,63,26.8,60,7.33,858,Silty Clay,212,Cassava
54,20,75,9.9,66,6.58,668,Silty Loam,217,Wheat
38,28,83,30.1,84,5.77,928,Clay,140,Cassava
35,45,64,18.3,72,7.19,583,Sandy Loam,90,Beans
98,32,79,21.1,84,6.09,2754,Clay,264,Tea
12,46,52,27.8,92,5.11,1066,Sandy Loam,190,Cassava
58,2,44,25.4,75,6.11,706,Silty Loam,132,Beans
66,18,60,26.9,79,6.79,663,Sandy Loam,166,Cassava
56,16,82,19.6,67,5.91,643,Clay,202,Wheat
21,32,91,21.7,85,7.58,580,Loam,176,Cassava
68,17,63,18.1,61,6.09,402,Sandy Loam,198,Beans
46,18,35,22.2,67,6.18,1069,Clay,200,Cassava
104,51,37,15.0,52,6.21,414,Clay,175,Wheat
104,22,32,21.3,79,5.76,2541,Sandy Loam,164,Tea
56,42,23,28.3,75,5.75,362,Clay,238,Maize
39,13,25,21.4,65,6.35,373,Loam,233,Sorghum
127,37,30,25.8,58,6.1,547,Sandy Loam,174,Tomato
50,12,63,27.9,75,4.82,1386,Sandy Loam,159,Cassava
85,6,57,17.0,74,6.81,425,Silty Loam,217,Wheat
80,75,63,26.1,53,5.85,1121,Loam,151,Tomato
62,18,32,21.0,49,7.09,647,Clay,139,Beans
46,17,40,25.0,71,6.59,364,Sandy Loam,188,Sorghum
103,22,20,17.5,58,5.36,369,Loam,188,Tomato
56,16,49,26.1,66,5.58,608,Silty Clay,194,Maize
47,19,17,26.9,61,6.51,395,Sandy Loam,264,Sorghum
111,48,59,16.9,89,5.0,2832,Silty Clay,247,Tea
29,31,23,16.3,77,5.81,230,Sandy Loam,253,Beans
123,54,37,20.3,71,5.32,723,Sandy Loam,157,Tomato
15,31,118,20.3,75,6.07,839,Clay,174,Cassava
92,23,39,20.6,82,5.96,368,Silty Loam,230,Beans
63,47,40,26.1,69,5.61,837,Sandy Loam,189,Maize
63,57,59,25.8,56,5.49,674,Sandy Loam,180,Maize
117,67,35,19.9,59,6.59,357,Loam,208,Tomato
119,56,29,27.6,68,6.41,819,Loam,169,Maize
34,31,91,28.4,62,5.12,1487,Sandy Loam,217,Cassava
112,13,33,21.6,57,7.24,511,Sandy Loam,231,Wheat
120,44,30,24.8,76,7.1,741,Loam,128,Maize
70,53,58,17.9,52,6.05,507,Silty Loam,142,Tomato
44,18,22,31.3,62,5.65,631,Silty Clay,205,Sorghum
38,11,70,25.4,73,7.01,1189,Loam,209,Cassava
28,34,37,28.5,62,6.02,504,Loam,193,Sorghum
39,7,66,16.4,46,6.82,810,Clay,163,Wheat
85,28,43,25.0,55,5.34,245,Loam,205,Beans
25,22,62,20.5,90,6.62,1402,Loam,190,Cassava
29,30,65,36.0,62,5.33,664,Loam,154,Sorghum
51,39,73,20.4,79,5.75,1084,Loam,206,Cassava
66,18,20,28.0,67,5.72,683,Sandy Loam,115,Maize
105,13,51,21.2,66,7.5,709,Loam,211,Tomato
95,32,55,27.2,52,5.72,433,Sandy Loam,236,Maize
38,12,44,28.2,81,5.41,444,Loam,127,Beans
56,9,118,22.7,71,5.49,1368,Silty Clay,150,Cassava
70,48,65,22.2,51,6.57,440,Sandy Loam,223,Maize
54,41,54,22.7,43,6.97,292,Loam,242,Wheat
77,37,30,20.8,54,6.5,458,Loam,195,Wheat
36,9,54,23.4,65,6.98,524,Loam,136,Wheat
102,26,44,15.2,73,7.3,336,Sandy Loam,204,Wheat
72,61,55,21.2,83,7.32,1148,Sandy Loam,210,Tomato
36,15,26,33.9,51,6.15,370,Silty Clay,229,Sorghum
18,23,30,20.5,79,6.96,1016,Loam,166,Cassava
75,37,40,21.0,64,7.94,353,Clay,138,Wheat
116,0,34,30.2,61,6.99,501,Silty Loam,175,Maize
90,26,75,21.9,46,6.84,616,Loam,216,Wheat
79,82,60,15.8,83,4.57,2768,Silty Clay,186,Tea
77,54,64,19.7,84,6.09,446,Loam,197,Maize
45,25,27,25.6,54,7.03,285,Clay,159,Sorghum
80,38,85,14.9,76,8.05,514,Silty Loam,111,Wheat
60,15,8,19.9,48,6.6,446,Loam,98,Wheat
54,22,37,21.9,70,7.16,582,Silty Clay,165,Beans
133,38,84,16.4,88,4.51,1420,Loam,223,Tea
27,30,58,23.0,45,7.01,530,Silty Clay,176,Beans
71,57,38,16.8,88,5.14,2008,Sandy Loam,162,Tea
76,22,84,24.2,74,6.47,707,Loam,221,Wheat
31,13,53,23.8,60,6.2,173,Silty Clay,120,Beans
44,43,70,24.2,63,6.73,282,Sandy Loam,277,Wheat
32,35,31,21.4,77,6.02,1013,Sandy Loam,180,Cassava
149,68,37,20.5,47,6.77,876,Loam,229,Tomato
74,36,87,28.1,53,6.56,1095,Clay,226,Tomato
76,30,58,29.4,67,6.63,395,Loam,239,Maize
64,49,64,12.5,47,6.71,777,Loam,167,Wheat
121,62,57,20.7,88,7.24,419,Loam,149,Maize
83,12,42,20.2,53,6.35,601,Loam,150,Beans
109,24,89,21.7,66,6.06,888,Sandy Loam,148,Tomato
63,59,23,22.1,55,6.35,533,Loam,187,Wheat
40,29,14,33.0,38,7.08,419,Sandy Loam,193,Sorghum
39,15,65,32.4,30,7.66,232,Clay,222,Sorghum
24,19,93,28.4,80,5.02,1536,Clay,171,Cassava
53,27,47,25.8,75,5.67,794,Loam,211,Beans
60,21,94,25.5,63,7.71,623,Sandy Loam,250,Maize
69,69,53,28.3,58,6.6,458,Loam,131,Tomato
50,33,17,34.7,65,7.24,671,Loam,163,Sorghum
111,34,40,13.3,55,7.47,735,Clay,98,Wheat
101,42,46,20.3,64,6.73,470,Loam,208,Maize
27,34,20,31.9,34,7.91,357,Silty Loam,181,Sorghum
61,25,49,28.6,48,7.66,551,Sandy Loam,155,Sorghum
76,58,90,22.4,65,5.71,484,Loam,163,Tomato
115,44,30,11.4,73,6.71,438,Silty Loam,162,Wheat
107,55,71,9.4,56,6.31,811,Silty Clay,118,Wheat
18,8,98,26.3,68,5.32,983,Silty Loam,186,Cassava
65,49,76,19.5,68,6.42,655,Silty Clay,178,Wheat
107,23,55,21.5,52,6.97,1136,Loam,127,Tomato
87,31,57,11.9,62,6.25,622,Sandy Loam,216,Wheat
106,48,63,27.1,67,6.48,666,Sandy Loam,137,Tomato
99,20,52,29.4,51,6.49,776,Sandy Loam,198,Maize
56,38,46,22.8,68,7.26,693,Loam,198,Maize
67,43,61,16.4,67,7.72,321,Sandy Loam,181,Wheat
98,11,77,17.6,66,7.54,340,Sandy Loam,166,Maize
29,29,52,24.5,79,5.58,868,Silty Loam,119,Cassava
18,34,61,28.7,77,5.95,806,Loam,172,Cassava
124,76,70,17.9,86,5.72,2135,Sandy Loam,216,Tea
115,12,61,10.0,72,6.91,355,Loam,146,Wheat
88,39,73,28.8,72,5.93,468,Silty Loam,194,Maize
120,33,48,28.5,55,5.6,988,Silty Clay,198,Tomato
34,23,125,26.0,76,6.09,631,Sandy Loam,206,Cassava
99,77,52,19.7,81,5.97,264,Loam,210,Tomato
54,16,62,27.4,80,6.02,313,Loam,121,Beans
112,3,93,26.9,83,7.08,652,Clay,165,Maize
57,81,51,17.8,58,7.65,431,Loam,171,Tomato
56,32,59,21.2,73,6.4,326,Loam,180,Beans
31,27,47,35.5,44,6.74,369,Clay,155,Sorghum
93,53,40,20.4,68,6.3,366,Silty Clay,174,Maize
37,17,59,24.9,27,6.55,218,Loam,184,Sorghum
83,50,84,18.9,92,4.77,2803,Loam,163,Tea
73,64,73,29.4,73,6.39,910,Loam,101,Maize
62,22,28,24.0,60,6.14,437,Sandy Loam,236,Maize
79,29,40,22.4,50,7.72,866,Clay,123,Maize
98,56,60,23.4,54,6.94,317,Sandy Loam,169,Wheat
32,29,25,22.0,86,5.23,624,Silty Clay,230,Beans
21,33,24,34.1,37,5.85,528,Silty Clay,241,Sorghum
98,45,23,28.4,76,6.94,821,Silty Clay,146,Maize
27,40,73,25.1,79,5.86,530,Silty Loam,198,Cassava
72,46,73,12.1,76,6.87,418,Loam,133,Wheat
51,21,37,26.4,33,5.83,435,Silty Loam,174,Sorghum
116,45,72,11.4,78,6.88,370,Sandy Loam,213,Wheat
106,37,66,12.6,50,6.11,529,Sandy Loam,117,Wheat
57,45,22,28.8,51,6.51,606,Sandy Loam,201,Beans
52,27,23,24.1,83,5.97,544,Sandy Loam,155,Beans
119,43,72,21.6,66,7.31,306,Clay,195,Wheat
72,19,51,24.3,85,6.14,810,Clay,206,Beans
14,18,52,30.6,72,5.73,703,Loam,155,Cassava
